content,date,stars,title,company,user
I can say most of the challenges are beyond your imagination and it gave me a fantastic time. The only shortage is the inconvenient parking in downtown area.,20-Dec-16,50,Innovative puzzles and challenges,Paranoia Quest,cystc2650
Me and my friends had a blast ! I can't wait for my next visits to try another room. Well worth the money paid.,20-Dec-16,50,Great Trip,Paranoia Quest,Amber M
"We went with my company and split into 2 groups. My group had the Zombie cure one and it was challenging but doable for sure. We did successfully escape and, more importantly, we all had a lot of fun in the process. I would definitely...",20-Dec-16,50,"Awesome time, fun team building excercise",Paranoia Quest,Christopher R
"We arrived late because of a wreck but were let in quickly and missed almost no game time. Very fun puzzles to solve and we made it out! Our host was awesome and it pains me I cannot remember her name, I was kinda drunk....",19-Dec-16,50,"Lots of fun, great first date idea!",Paranoia Quest,randonious
"This was put together for a surprise birthday. A group of 8 of us did the ""Area 51"" room. Some of us had done an escape room before, but most of us had not. We all LOVED it and would definitely do it again. Sammy...",19-Dec-16,50,Area 51 Success!,Paranoia Quest,ashleybO143DT
One of the most fun things to do with your friends! The puzzles are real. The hidden doors are unexpected surprises and a real lot fun to get to open. Totally recommended.,19-Dec-16,50,Done all three,Paranoia Quest,Avrosh K
"I did this with my co-workers for our Xmas party and although we didn't escape we all had a blast! You really have to think outside the box to succeed. My wife and I definitely wanna do this again. Also, Agent Pi was amazing! He...",19-Dec-16,50,Area 51,Paranoia Quest,Nick D
"Loved this room (we did Area 51). I've been to 11 or 12 of them in different states and this one might have been my favorite. The puzzles were logical, the theme was immersive. It was a bit easy to escape, but our host Tonya...",17-Dec-16,50,Great escape room!,Paranoia Quest,Colin S
We had such an awesome time we came back the next day! Staff is wonderful and friendly! I wouldn't recommend anywhere else but here! You'll love it!,13-Dec-16,50,Bachelorette weekend!,Paranoia Quest,jewel091345
This was a super fun experience & Smitty was an awesome host! We thoroughly enjoyed the experience! Well worth the money.,3-Jan-17,50,So much fun!,Paranoia Quest,Rachel S
"Tanya James leads us into a darkened room. We hear the whirs and clicks of some kind of device, giant bulletin boards full of cryptic markings, and, most ominously, a blue-backlit corpse with a ... thing... on it...
This is a fine escape room, easily...",3-Jan-17,50,A trip to Area 51,Paranoia Quest,mulliga2017
"We experienced the Zombie Apocalypse with Tanya James as the gamemaster, who was great. One adult, and a 14, 12 and 10 year old. Great family activity as we had a ball figuring out the clues together. Lots of fun and will definitely do it...",1-Jan-17,50,Fantastic time on rainy morning,Paranoia Quest,Eschroeder44
"So much fun! Great way to celebrate a birthday. It was a tough room and we barely made it out, but we did!",1-Jan-17,50,Tanya James!,Paranoia Quest,Natalie B
Our game master Tonya James was very nice and helped us when we needed it even with three people on the hardest room we only had to figure out three more puzzle and we had the murderer and the person who got murdered,1-Jan-17,50,My visit to paronoia quest ,Paranoia Quest,Hunter S
Tanya James was the best host ever! This was my first experience with doing a Room Escape and it will definitely not be my last. I had a fantastic time! But Bill From accounting could use some work. *Inside Joke*,26-Dec-16,50,Tanya James!,Paranoia Quest,Cora G
"I had the best time and it's my group of four. Great activity for birthdays, special events, or just cause. I've done two different rooms so far and I plan to do all of them",26-Dec-16,50,So much fun!,Paranoia Quest,Christina F
So much fun!!! Ready felt like an adventure. .. the riddles are cool and it's really amazing making it through the course. I would definitely do this again!,25-Dec-16,50,Christmas Apocalypse! !,Paranoia Quest,kwinsto1125
It was amazing and it is a lot of fun! Tanja James was a really good host! I would recommend this escape room to everybody.,20-Dec-16,50,it was amazing,Paranoia Quest,vanessakE274IX
"Went as a part of team building exercise. The staff is very friendly and helpful from the registration all the way to taking multiple pictures with everyone's cell phones :). Tanya James was our game master and was very pleasant.
The room was challenging! I...",20-Dec-16,50,Great Time in the Zombie Room!,Paranoia Quest,LaNette J
Great game. Definitely need a team to solve and definitely need to work as a team. TJ James was the BEST HOST EVER. SHE was enthusiastically entertaining and HELPFUL.,17-Jan-17,50,The Best Quest Yet!,Paranoia Quest,Olivia B
"We were visiting Atlanta and found a good deal for this site. Their on-line chat function is really helpful in inquiring about options. We took 4 teens who had a great time with the Zombie one, but are now ready to try the murder mystery...",17-Jan-17,50,Great time for teens,Paranoia Quest,Michelle B
This is a great family activity. We had a blast and Scotty and TJ was a big help with explaining what to do to escape. It was our first time even though we didn't complete we were three steps away it was still fun and...,17-Jan-17,50,Zombie Apocalypse,Paranoia Quest,Kim M
First big ups to detective Scotty .... great time spend it's was interesting to see who are the smart ones in your team and who are the ones that get stressed under pressure ... but it was an amazing to do something so out of...,16-Jan-17,50,Great time to spend with some one special ,Paranoia Quest,Quincy D
"This is a great place to come if you want to do something unique in Atlanta. Definitely would suggest that you check this place out. The staff was awesome (shout out to TJ and Smitty) and the activity is fun. When you have the opportunity,...",15-Jan-17,50,Awesome experience,Paranoia Quest,kebmayo
"This was lots of fun to do with my teenage daughter. We will be back with a group! And when my other kids come back to Georgia, this will be on our to do list!!",14-Jan-17,50,Lots of Fun,Paranoia Quest,plvahey
What a fun way to spend some time with the family! Our ages ranged from 12 to 56 and all were able to contribute to the puzzle. The staff - TJ and Schmidty - were a hoot. Got our heads into the game quick for...,8-Jan-17,50,Fun for the whole family...really!,Paranoia Quest,Lori H
This was a really fun way for our family to learn to work and communicate together as a team. My children are 12 and 14.,6-Jan-17,50,Teamwork makes the dream work,Paranoia Quest,982kimberlyt
Had an amazing time at this escape room location! The puzzles were not too simple and it was awesome working with a team to solve them(: game master tonya Jones was great too!,5-Jan-17,50,Fun Experience!,Paranoia Quest,symonemilev
"We thoroughly enjoyed this! Great staff, fantastic place. Even though we didn't win, we'll definitely go back",3-Jan-17,50,So much fun!,Paranoia Quest,Johnny r
Tonya James was our host. She was so energized. Tonya James is by far one of the best trained employees I could imagine dealing with. Ty Tonya James!!!,13-Dec-16,50,Tonya James Rocks,Paranoia Quest,Shannon C
We were really impressed with the professionalism and customer service of this business. We booked it for our company Christmas party and it couldn't have gone better!! Everyone had a blast! The people that handled our group were really nice and fun and helped keep...,13-Dec-16,50,Awesome Company Christmas party!!!,Paranoia Quest,E986VGclaudian
This was my first time experiencing an Escape t he Room type of game and I had a wonderful experience. The employees were very nice and helpful when we needed a little push with finding the next clue. I went for a birthday event and...,13-Dec-16,50,VERY FUN,Paranoia Quest,zsmith2016
This is a great way to spend an evening doing something completely different just be prepared to think and solve puzzles. We were able to make it out before time ran out and we are planning on going back and trying the other scenarios.,13-Dec-16,50,Had an absolute blast!!,Paranoia Quest,Makivelli
"This activity went a lot better than I expected. The puzzles were very interesting and challenging, yet when you solved them, you see how simple it could have been if you would have done a bit more digging. Tanya James also made the ambience more...",13-Dec-16,50,Tanya James,Paranoia Quest,jmholgui
"We had a great time, very thought out hidden clues. Can't wait to go back. There were so many twisted clues, it felt impossible to figure out. But the girl up front helped us a little when we called for help.",13-Dec-16,50,It was very exhilarating!,Paranoia Quest,gregjune1430
The experience was such a blast! The clues made us think and the hints were helpful! My friends and I can't wait!,13-Dec-16,50,Alien Invasion,Paranoia Quest,reneef834
"What a blast of fun! Take your common sense and your ability to puzzle solve! 💓 Our host, TONYA JAMES ((the caps are an example of her larger than life personality)) was an amazing burst of enthusiasm!!!! Will def be back! Great job Paranoia Quest!!!!...",11-Dec-16,50,SOOOO INCREDIBLY AWESOME!,Paranoia Quest,HollyB2008
"We had a blast figuring out the zombie room!! Tonya Jane was our game master and she made the experience so fun! It was just two of us, and we finished in 58 minutes. Must-do with a group or even just a couple",10-Dec-16,50,Zombie room,Paranoia Quest,cornetts14
Lots of fun. It was hard but everyone enjoyed it. Work event. Would come again. Peter and Toyna James were great they made the night.,9-Dec-16,40,Fun team building ,Paranoia Quest,My Info K
Awesome place to have a fun-filled event with friends and family. The workers are very friendly. Great time!,8-Dec-16,50,We had an amazing time.,Paranoia Quest,dtgjr6
This was my first time doing something like this and me and my friends loved it! Even though we didn't make it out it was still fun and I would def. go back again and sure do plan on it!,6-Dec-16,50,My Party at the paranoia quest (infection room),Paranoia Quest,laurlaur24
Tonya Jane (?) was amazing during out escape game! She made the experience so much better! I hope she is our guide next time too!,2-Dec-16,50,Our Game Master was spot on!,Paranoia Quest,Brent M
"My husband and I had a wonderful time. Although we did not make it out of the room, we came extremely close. I definitely recommend others to explore Paranoia Quest, and will visit again.",1-Dec-16,50,Awesome,Paranoia Quest,yolandaaalim004
I went to the Zombie Apocalypse with my fiance as a daytime date and we had SO much fun! Tanya James helped at the right moments and I as pleasantly surprised that our team of random strangers gelled quickly. We're already planning our next visit.,30-Nov-16,40,Fun experience,Paranoia Quest,t_b_troutman415
I expected it to be zombie chasing me but it wasn't. The entire thing was extremely enjoyable and was full of puzzles and clues. I loved the host Agent Pi and the setup. Cant wait to do it again!!,30-Nov-16,50,Pleasantly surprised,Paranoia Quest,mhinesman1
"The room we did, Murder Mystery, was well thought out and challenging. Our host, Tanya James, was funny and great in explaining our goal and giving us clues when needed. Highly recommend; leave nothing unturned!",28-Nov-16,50,So much fun!,Paranoia Quest,slynnly
This was our first time doing something like this. Agent Pi was amazing!! We will definitely be back!! Next time . . . With more people.,28-Nov-16,50,Zombie Apocolypse,Paranoia Quest,marjoriewilliams8907
My wife and I had a great time. It was just the two of us but we were still able to escape the room with a few minutes to spare. the puzzles were difficult but not impossible - a real challenge. the game master Tanya...,28-Nov-16,50,tons of fun,Paranoia Quest,metinoheat
"My kids and I took my husband to Paranoia Quest for his birthday. We had the VIP Zombie Apocalypse room. My husband loved it! Smooth Sammy was always available when we needed him. We made it to the last room, but ran out of time...",26-Nov-16,50,Great Birthday Gift!,Paranoia Quest,SH921
I had a great experience twice now at Paranoia Quest. The facility is well-kept and functions well. All of the staff worked together without hiccups to have multiple groups running in all of the different rooms at the same time. I went as part of...,26-Nov-16,50,Great visit,Paranoia Quest,John M
"Tanya James helped us. She was very sweet, and it was one of the best experiences. Loved the mystery & the thrill. Did not think I'd have this much fun, I'll be back!",25-Nov-16,50,So much fun!,Paranoia Quest,Veronica B
They don't have their own parking so make sure you park at the closest parking deck ($4 parking). The area here is a little scary so be careful and be aware of your surroundings. This was my second escape room. Our game master was Pi...,23-Nov-16,50,You will have a great time!,Paranoia Quest,asiangurl814
"We had a blast! Ask for Smooth Sammy, he was great! The rooms were hard but not so hard that you couldn't do it even with kids. Thanks for a great family outing!",23-Nov-16,50,Smooth Sammy,Paranoia Quest,tara521
"This was an amazing experience! Our host Tonya James was very entertaining, friendly and helpful. It is a great way to spend time with family and friends. It is also great if you like spontaneous, exciting, suspenseful activities. I highly encourage everyone to try an...",22-Nov-16,50,My new hobby!!!,Paranoia Quest,Lacy M
"We had a great time and much thanks to our wonderful Storyteller Tanya James. The decor and puzzles are great, the place is clean and the staff is super polite. This place is great and I can't wait to go back.",22-Nov-16,50,Area 51 Escape,Paranoia Quest,bio r
"Agent Pi was our guide, and he explained things really well! Now, I work at an escape room, so I tend to be more critical when I visit other ones. So despite my little criticisms, I can't deny that we had a good time! We...",22-Nov-16,50,Area 51,Paranoia Quest,Josh C
"I thoroughly enjoyed my trip to Paranoia Quest with my girlfriends. The facility was nice. Staff were friendly and entertaining; in addition, the actual game was quite challenging, but yet fun! I will definitely visit this site again!",22-Nov-16,50,Great Girl's Night Out,Paranoia Quest,lakiesar
Great addition to our Girls Night Out. We really had fun and can't wait to complete another room. Also Tonya James is great...she really gets into character.,21-Nov-16,50,Awesome experience,Paranoia Quest,khaleiahb
"We had a ball. Can't wait to do it again! It was a sister getaway and we almost escaped, had we had 10 more mins i think we would have gotten out😆😆",21-Nov-16,50,Our First Time,Paranoia Quest,Ymac1sttime
Had a great time with friends and teenage kids solving Zombie Apocolypse. Tonya Jane was great getting us started on our adventure. Very enjoyable and will come again to solve the murder mystery.,20-Nov-16,50,"So much fun,",Paranoia Quest,Debi H
Had an absolute blast with my wife and friends doing the zombie apocalypse puzzle. Required more critical thinking than I anticipated which was awesome. We made it through with only 7 minutes left. Tonya James was a fantastic hostess.,19-Nov-16,50,Zombie Apocalypse ,Paranoia Quest,tmontgo1
Went with a group of friends for a birthday outing. Had a great time working together to solve the riddles and puzzles. Todd was great for our guide and keeping us on track. We did finish the challenge with a couple minutes to spare. Would...,17-Nov-16,50,Great challenge!,Paranoia Quest,mallen555
"First time in an escape room, did area 51 and had such a great time I came back the same day to attempt the murder mystery. Agent Pie made the whole experience awesome.",15-Nov-16,50,Agent PiE,Paranoia Quest,Adrian C
First time doing an escape room and had a great time! Tonya James was our guide and was fantastic. I would definitely recommend!,13-Nov-16,50,Fun!,Paranoia Quest,Bailey K
The activity was very fun. Tonya started the quest off getting us all laughing and in the mind set to complete the challenge. I did this activity with friends and it was a great bonding experience. I want to go back with my family next...,13-Nov-16,40,"Enthusiastic staff, fun activity for families",Paranoia Quest,Shannon O
"Not at all what I expected. I was pleasantly surprised. Sam was our guide. He did a wonderful job helping us, eventhough we died, lol. Our zombie Wit was cool, the best zombie ever! I will come back in the future. Great Fun!",12-Nov-16,50,Interesting,Paranoia Quest,Asheed
My husband and I went for my birthday. It was awesome! We did the murder mystery room. It stumped us.,9-Nov-16,50,So much fun!!,Paranoia Quest,eng1ofeight
Paranoia Quest does a great job with this fun experience. TJ at the desk and game master Sammy Smooth made our night perfect. Wanted to go when there would be minimal other people so we went on a Sunday evening and everything was awesome. Planning...,8-Nov-16,50,Zombie awesome,Paranoia Quest,nathank85
"A group of us saved the world from the Zombie Apocalypse. You're welcome.
Seriously though, Kim & Sammy Smooth were great setting up the rooms and we only needed help once because apparently none of us know how to install a gun clip... Clues were...",8-Nov-16,50,Such fun!,Paranoia Quest,516brandyt
This is my 3rd escape room and it was definitely the most detailed yet. My brother and I did the apocalypse room and tried to find an Antivirus. We both died but had a blast regardless. The woman whose name I keep forgetting was great....,5-Nov-16,50,Most detailed yet!,Paranoia Quest,hajinalj
We thoroughly enjoyed ourselves. Brian was a lot of fun and very knowledgeable. I definitely plan on returning.,3-Nov-16,50,Zombie Apocalypse,Paranoia Quest,murrayjasmine80
All the staff was really professional and the whole thing was put together really well! I would absolutely do this one again!,2-Nov-16,50,First time escape roomer,Paranoia Quest,georgiadjones
My wife and I had an excellent time here. The site up and the room itself was well thoughtout.Would recommend to anyone.,31-Oct-16,50,Awesome Experience,Paranoia Quest,Donovan2334
We visited Paranoia Quest for my boyfriend's birthday during the week. We had a very small group of four and it was a great time. Agent Pi was great. I couldn't tell if he was in character or whether that was his natural personality. Either...,31-Oct-16,50,Great First Time,Paranoia Quest,kaim299
"This was a lot of fun for a group of us from work. You don't need any special skills or knowledge to play, just a willingness to work with others and have fun. The staff was great and the challenge was pretty fierce!",30-Oct-16,50,Great time for just about anybody,Paranoia Quest,Jeb5
My work group did the murder mystery escape room activity. It was fun and sometimes tricky. We finished with 90 seconds on the clock. We definitely found out who were the competitors in our group. I would definitely visit again to do another activity.,30-Oct-16,40,Team building activity ,Paranoia Quest,Yankeegal2015
Our team had a great experience escaping from the murder mystery room in record time. Everyone on the team got involved in solving the differrent clues to solve the mystery.,28-Oct-16,50,Great team activity,Paranoia Quest,kyle202
"My fiance and I had a blast during our visit. It was out first time going and I could not think of a better way to celebrate our 2 year anniversary. Brian was a great guide, super personable, and helpful. I want to do it...",28-Oct-16,50,My Fiance and I Had a Blast,Paranoia Quest,Antonia H
Dennis was a great guide! Helped us out of some sticky situations. We had a really good time. Go Dennis!,24-Oct-16,40,Fun!,Paranoia Quest,Dusty R
"I went with a few members from our law firm and we had a blast. Granted, we didn't quite understand initially that the game began BEFORE we entered the ""room"", so we were initially a little....well a lot confused. Once we really got into the...",24-Oct-16,50,Escape with Live Zombie,Paranoia Quest,Cammi317
"This was our first time doing an escape room and it was awesome. So much fun. Our host, Christian, was super friendly and even helped us find something to do after our escape room. Our game master, Tj, had a ton of energy and enthusiasm...",23-Oct-16,50,Awesome!,Paranoia Quest,Joseph N
"Christian the game keeper was most helpful and had a wonderful personality! He will take pictures of the group with your personal cell. Cornelius the game master will give you the story line along with the simple rules!
This reality game was complex and will...",22-Oct-16,50,Brains!,Paranoia Quest,Joel G
We did the Zombie Apocalypse as a spur of the moment opportunity while visiting Atlanta. We joined two other couples we didn't know and mixed well. Everyone helped in some capacity to solve the puzzle and we made it with 1 minute 55 seconds to...,22-Oct-16,50,Great fun - first time!,Paranoia Quest,Mike M
"I needed a bit (okay, a lot) of help with the locked room mystery, but Agent Pi was always there to help in a pinch. Solving a murder mystery is definitely not the usual sort of entertainment, which is great. Highly recommended!",20-Oct-16,50,So much fun!,Paranoia Quest,A TripAdvisor Member
"First of all I would like to thank Todd Bunson for a great game. It was nice to meet some great people and team up through the excitement and the anxiety. We saved the world in 49 minutes 😎 Also, Christian at the desk was...",20-Oct-16,50,So much fun!,Paranoia Quest,Doc A
We had a great time as a family in the Murder Mystery room. It was pretty difficult but we had a great time. Todd was excellent in helping us with all the clues we needed! Thanks again Todd! We will definitely be back to do...,17-Oct-16,50,Great Experience,Paranoia Quest,Britney L
My boyfriend and I attended Paranoia Quest around a week ago and we absolutely loved our experience! This was our second time participating in a room (we did the zombie room the first time and the area 51 room the most previous time) and we...,16-Oct-16,50,Excellent Staff and incredibly enjoyable experienced,Paranoia Quest,petrajadeb1
"This was our first Escape Room experience. We loved this challenge. It was fun, made everyone think and work together towards a common goal. We escaped with two minutes to spare. We highly recommend it!",16-Oct-16,50,We Escaped!,Paranoia Quest,86belinda
It was challenging and fun. Four of us played at the murder mystery room and we had Tom as our instructor. He told us to find out who the victim and the murder was plus when it happened. The goals sounds simple but we had...,16-Oct-16,50,Challenging and fun,Paranoia Quest,meigaega
The staff was incredibly nice and the zombie escape challenge was a blast. We came as a party of four and so had to work with four other people as the escape rooms max capacity is eight. I wasn't too sure at first about working...,16-Oct-16,40,Don't count on me to save the world,Paranoia Quest,M2302QMjessicaj
"Our group had a ton of fun trying to figure everything out!
Shout out to our game Master Todd!
Had a great time.
And Christopher for doing the pictures.",15-Oct-16,50,Solid fun,Paranoia Quest,Joshua H
Our group was a range of 26-49 yr old and we loved it! The hour went by too quickly though. I would have liked another room or two but it was long enought so that we felt the experience was worth the price.,14-Oct-16,40,Great bonding experience,Paranoia Quest,Susan D
"Had so much fun here, staff was friendly & helpful. Didn't escape but we enjoyed almost finishing the zombie apocalypse. Will be back to try the other rooms.",14-Oct-16,50,First timer 😉,Paranoia Quest,tshill128
"Having fun there with friends, we are so close to solve the last one but time's up. Game master is really helpful.",14-Oct-16,50,Fun and so close,Paranoia Quest,Wen Z
We had a great time at Paranoia! The mystery was fun and challenging! We thoroughly enjoyed it! The staff that was working was great.,14-Oct-16,50,So much fun!,Paranoia Quest,jenniferhO4540LD
For this to be our first time (just 2 of us) we actually had a blast!! A little slow start lol but it was still fun!! Professor X was helpful also!!,14-Oct-16,50,Pretty Great!!,Paranoia Quest,pr3ttytiki_wiki
Tanya James was very helpful and made the overall experience much better. I will definitely be going back. Thank you Tanya James,13-Oct-16,50,Great experience,Paranoia Quest,gomezelmer97
It was a first time event. The staff was extremely nice and Todd has a great sense of humor. Can't wait to do it again!,13-Oct-16,50,Best time ever! Todd did an amazing job!,Paranoia Quest,shawnaswanson79
Brian was a wonderful guide! He explained the game well and made sure everyone had a good time. We will definitely come back for another game.,13-Oct-16,50,Good Time,Paranoia Quest,amdux
"Our group of 8 did this room and were blown away by the quality and great design. The props, theming, and puzzle design were wonderful and immersive. We had a ton of fun and were able to escape but just barely. The staff was extremely...",13-Oct-16,50,Great thematic escape experience,Paranoia Quest,waybub
Had a wonderful time. The staff was very kind and flexible. Kudos to JD!! He was an excellent host!!,13-Oct-16,50,Enjoyed immensely!!!,Paranoia Quest,Schnavia
Bunson was an awesome game leader! This was a well done spot I would love to come back and try some of the other ones,13-Oct-16,50,Great time - very tough,Paranoia Quest,ejyoung2016
Our hosts were fun and exciting! They helped give clues when we needed them. I definitely recommend.,13-Oct-16,50,Great experience,Paranoia Quest,Sweets215
"Lots of Fun, great experience for a business outing. We adored Tonya James, she was quiet entertaining.",13-Oct-16,50,Murder Mystery,Paranoia Quest,patriciapD4722CJ
"There are three escape room attractions in Atlanta. We drove by the first and it was in such a bad part of town and it looked like a run down store front, so we decided not to stop. We then called Paranoia Quest. They are...",13-Oct-16,50,Excellent Fun for All,Paranoia Quest,JungleTip
"My friends and I had a BLAST in the Zombie Apocalypse. Though we didn't escape the room, we really enjoyed ourselves and would definitely do it again!",11-Oct-16,50,My new favorite thing to do!,Paranoia Quest,redpas
Thoroughly enjoyed working through this escape room - my very first ever. The staff was very pleasant and explained things very well. Will definitely go back to try the other rooms there!,10-Oct-16,50,"First time, very pleased",Paranoia Quest,yakeynaj
"This was extremely fun, only thing that would've made it better is if someone came after you. Overall it was a great experience i plan on flung back doing the other activities",10-Oct-16,40,Paranoia,Paranoia Quest,rashaun_carr
It was very funny and makes you put your thinking cap on. I took my 11 year old son to of his friends for his B-Day. I thought it was a little too difficult for a youngster attention span. I saw that if they couldn't...,9-Oct-16,40,Great experience but...........,Paranoia Quest,likeyishaw
What a cool place!? We loved our time today. TJ was an awesome Game Master. We made it 95% through the puzzle but ran out of time at the very last task!!! We loved the group we were with and everyone helped contribute. Good fun!,7-Oct-16,50,Intriguing fun,Paranoia Quest,Wendi W
"Really enjoyed doing this with my coworkers, we all enjoyed it. There were 10 of us and every single person said they liked it.",7-Oct-16,50,Fun event with my coworkers,Paranoia Quest,rikkik390
I went with 2 of my kids - ages 21 and 18 and their friend. I had no idea what to expect at all. It is located in downtown Atlanta and we parked just up the street at the Underground parking lot on MLK for...,7-Oct-16,50,Escape room Zombie-Apocalypse at Paranoia Quest was a blast!,Paranoia Quest,Beth L
If you love to solve puzzles/clues this is the place for you. What a great time with the office! So much FUN! Must do this with a group of your friends. I am going back again! I absolutely loved it.!!!!!! Cannot take any personal items...,7-Oct-16,50,GREAT TEAM BUILDING EXPERIENCE,Paranoia Quest,Mary M
"Our host DJ was great, made the experience very enjoyable. We didn't manage to escape but we still had a good time!",6-Oct-16,50,Perfect for families with teens.,Paranoia Quest,cdievendorf
"I got a groupon for this activity and went with my boyfriend. We had fun! The staff was very friendly and helpful, and the room was fun.",5-Oct-16,50,Fun for all!,Paranoia Quest,Ciara R
"Agent Pi and Kim (at the front desk) were awesome! The room was challenging, but very exciting! I've been telling people about the visit and I plan to go back!",4-Oct-16,50,Absolutely Amazing!,Paranoia Quest,Ashton H
"Kim was there to greet us when we got there and was super friendly and fun. At one point there was a leak with a pipe because it was frozen, and it's cool because the answer to a riddle was freeze. It was great. Also...",3-Oct-16,50,Had a blast,Paranoia Quest,Will M
"While this place is located in a pretty sketchy area, the experiemce was fabulous! we did the area 51 one and aaaalmost made it out. it was really fun and the hidden room was a fantastic touch. the people were very enthusiastic and fun! i...",3-Oct-16,50,Great escape room!,Paranoia Quest,Ashley8375
"My boyfriend and I went and had a blast! We were the only ones in our group, which made it challenging, but with the help of Agent Pi, we were able to get through it! Agent Pi was very patient and did a great job...",30-Sep-16,50,Great experience,Paranoia Quest,Kerri H
"The experience was great, the people that I went with were great. We all worked very well together and provided input to solve the quest.",29-Sep-16,50,Zombie Apcolypse,Paranoia Quest,carmenbW2565CD
We chose to do the escape room as a triple date idea and had a great time! We all chose to do the Area 51 escape room and let me say it is not walk in the park. Unfortunately we didn't escape but would absolutely...,28-Sep-16,40,Area 51 Escape room,Paranoia Quest,emitch88
Tanya James was awesome im sure she was tired of us calling her. We will be back to complete a mission.,27-Sep-16,50,Zombie,Paranoia Quest,356naew
The challenge was interesting from the very beginning. The clues throughout the rooms were helpful but not easy so it was engaging. It was a ton of fun and I definitely will go again.,27-Sep-16,50,Exciting and Engaging,Paranoia Quest,LuBrown2016
"*Note : I left this identical review on another review site, so if you see an identical copy elsewhere, that's because it is.
We'd had a hard time booking this place by phone, but they eventually called us when we asked their website's chat box...",27-Sep-16,40,Zombie or no zombie?,Paranoia Quest,Annie W
"My family came the other night and did Area 51, we were initially supposed to do murder mystery but changed our minds upon arriving... Pie was alone that night, but still maintained great customer service and was very funny in his big ol' suit... my...",26-Sep-16,50,Great! More fun that the VR ones,Paranoia Quest,jwinter59
"My co-workers and I had an amazing time trying to escape the Area 51 room! This was my second time visiting Paranoia Quest. Tanya James was so fun and energetic! Although we weren't successful in escaping this time, it was great and challenging fun!.",19-Sep-16,50,Still great the second time around!,Paranoia Quest,tanoreb
"Parking was a bit of a thing but that's why they tell you to be early.
There were 6 of us and we chose to accept the parlous mission of the Murder mystery escape with ""Ronald Schwarzenegger"" as our oh so informative and plucky host...",19-Sep-16,50,So much fun!,Paranoia Quest,toflutterbye
"We called in while visiting from the UK and doing a number of rooms before! The location is great, the staff were spot on and the room was extremely well done with some clever computer programming and some clues and puzzles we had not seen...",18-Sep-16,50,Great room,Paranoia Quest,scott s
Ron was a great game master! Puzzles were challenging and fun! The room was full of surprises :) We will definitely be back to take on another room!,18-Sep-16,50,Murder mystery madness,Paranoia Quest,lstauss3
Paranoia Quest was a blast! High energy excitement and laughs with coworkers and friends. I recommend planning it at the beginning of the get together so you can laugh and talk afterwards over dinner/drinks. We made it with 6 seconds to spare!,30-Aug-16,50,An Awesome Night!,Paranoia Quest,Kathryn0323
This was a fun time! It makes you think and work as a team! I recommend that you don't do this alone! It's too challenging to complete the course by yourself! I loved every second of trying to escape!,30-Aug-16,50,Great experience,Paranoia Quest,kenny430
"Great time at this place. A lot of fun for me my wife and two kids. Would definitely do it again. Neighborhood is a little sketchy but this place is really cool. If you're looking for something different to do with your night out, this...",30-Aug-16,50,Great time!,Paranoia Quest,bendolaw
I have done quite a few escape rooms... This one was amazing... The level of difficulty was high and the staff made it enjoyable with their interactive story line. Definitely would recommend this escape room to any and everyone I know. ENJOY!!!,30-Aug-16,50,Best Escape Room EVER,Paranoia Quest,Terrell S
"I love challenges such as these and try to visit them in every country I go to, area 51 was definitely challenging, enjoyed it a bunch. Just beware of the neighborhood it was quite an edgy place; they wouldn't even accept a big bill becuase...",29-Aug-16,50,Lived up to it reputation,Paranoia Quest,Hussain B
"Once again Paranoia Quest has done a great job making an exciting and fun escape room. Lots of tricky but reasonable puzzles. We had a great time. Tanya was lively and helpful.
On another note after going to this one, I realized it was Tanya...",28-Aug-16,50,Area 51 Another winner for Paranoia Quest,Paranoia Quest,RaBaBro
"Had a great time at the Paranoia Quest Room in downtown Atlanta, Georgia with my grown kids. However, I was disappointed because the computer battery was low we did not get the big fan fare when we won.",27-Aug-16,40,Fun time at the Paranois Quest Room,Paranoia Quest,Annie H
"So much fun! Was creative, exhilarating and most of all we all had a great time working as a team. We laughed, yelled and cheered a lot!",26-Aug-16,50,Mw FBLA Team Building,Paranoia Quest,jpalkaun
"What a great family experience. Myself, my wife, my 18 & 14 year old daughters, and 10 year old son loved the experience. The Zombie Apocalypse theme fit perfectly into our other Walking Dead experiences in Atlanta. The tasks were perfect for our age groups,...",24-Aug-16,50,Put Paranoia Quest Escape Room on Your Atlanta To-Do List,Paranoia Quest,Gary F
My group had an amazing time! We went as a family and almost solved the puzzle. Can't wait to do it again!!,24-Aug-16,50,Live Puzzle Fun!!,Paranoia Quest,JennyMc2617
We went for my bittersweet birthday. Almost all my family was there. No zombies was a let down though. We still had fun with all the challenges.,14-Sep-16,40,NCIS,Paranoia Quest,JeremyTolbert
I had an absolute blast during the zombie experience. Nick was our game master and was super helpful when we were stuck and needed a little more direction.,14-Sep-16,50,So much fun,Paranoia Quest,Kara P
"Paranoia Quest was absolutely fantastic! An easily accessible location (and lots of parking nearby), the BEST customer service, a great facility, fun and challenging puzzles... I couldn't ask for anything to improve it! I highly recommend this location and the Area 51 room.",12-Sep-16,50,Great experience!,Paranoia Quest,Emillith
